Description	Resource	Path	Location	Type
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 333	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 333	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 333	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 333	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 333	C/C++ Problem
#190-D enumerated type mixed with another type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 333	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 334	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 336	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 336	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 336	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 336	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 336	C/C++ Problem
#190-D enumerated type mixed with another type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 336	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 337	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 339	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 339	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 339	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 339	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 339	C/C++ Problem
#190-D enumerated type mixed with another type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 339	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 340	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 342	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 342	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 342	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 342	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 342	C/C++ Problem
#190-D enumerated type mixed with another type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 342	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 343	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 345	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 345	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 345	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 345	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 345	C/C++ Problem
#190-D enumerated type mixed with another type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 345	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 346	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 348	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 348	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 348	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 348	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 348	C/C++ Problem
#190-D enumerated type mixed with another type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 348	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 349	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 351	C/C++ Problem
#190-D enumerated type mixed with another type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 351	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 352	C/C++ Problem
#1468-D (MISRA-C:2004 14.7/R) A function shall have a single point of exit at the end of the function	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 333	C/C++ Problem
#1473-D (MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 359	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("Port")	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 361	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 361	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("pin_num")	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 362	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 362	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 367	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 367	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 367	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 367	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 370	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 370	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 370	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 370	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 373	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 373	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 373	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 373	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 376	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 376	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 376	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 376	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 379	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 379	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 379	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 379	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 382	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 382	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 382	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 382	C/C++ Problem
#1471-D (MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 364	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 398	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 398	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 401	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 401	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 404	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 404	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 407	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 407	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 410	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 410	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 413	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 413	C/C++ Problem
#1473-D (MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 435	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("Port")	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 437	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 437	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("pin_num")	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 438	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 438	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 442	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 442	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 442	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 442	C/C++ Problem
